episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1, -166.5403930800967, 2, 32.8105383209986, 255, 15000, 15000, 2.4898998737335205, 3.466902494430542
2, -57.51635814545443, 4, 50.249445611003466, 390, 15390, 15390, 2.5865657329559326, 3.5870440006256104
3, -163.7346891677007, 2, 4.346917935999954, 30, 15420, 15420, 2.466780185699463, 3.426030158996582
4, -147.1856743337121, 2, 27.253830264999124, 209, 15629, 15629, 2.5204579830169678, 3.6790969371795654
5, -159.05907200352522, 2, 26.75007639999967, 205, 15834, 15834, 2.586399793624878, 3.737086534500122
6, -152.81776316650212, 2, 4.352683822999097, 30, 15864, 15864, 2.849541425704956, 4.242893695831299
7, -68.75050463777734, 4, 50.01348481400055, 387, 16251, 16251, 2.5011467933654785, 3.9008753299713135
8, -157.12077041104203, 2, 14.359085701998993, 108, 16359, 16359, 2.5718348026275635, 4.0635271072387695
9, -150.9265717731614, 2, 8.436953844000527, 62, 16421, 16421, 2.4685287475585938, 4.1327738761901855
10, -146.38267175701912, 2, 12.734326983998471, 95, 16516, 16516, 2.168769359588623, 3.9029483795166016
11, -150.245027120749, 2, 5.41181946800134, 38, 16554, 16554, 2.2418558597564697, 3.7292191982269287
12, -165.85555370151997, 2, 4.361496981000528, 30, 16584, 16584, 2.6474173069000244, 3.8689723014831543
13, -161.14855441520922, 2, 21.38103357, 163, 16747, 16747, 2.4693117141723633, 4.04208517074585
14, -150.03454002691433, 2, 19.069007179001346, 145, 16892, 16892, 2.2944869995117188, 4.035465717315674
15, -152.131699439371, 2, 5.869721983999625, 42, 16934, 16934, 2.538054943084717, 3.9448184967041016
16, -151.44428639363105, 2, 14.294677051002509, 108, 17042, 17042, 2.507687568664551, 3.942831039428711
17, -154.33355570823187, 2, 33.381971524999244, 257, 17299, 17299, 2.304636240005493, 4.051790714263916
18, -151.46366960788146, 2, 15.967048476002674, 121, 17420, 17420, 2.418442726135254, 4.152901649475098
19, -150.23228625161573, 2, 5.001849185999163, 35, 17455, 17455, 2.463407278060913, 4.172176361083984
20, -153.67853834590642, 2, 4.346367461999762, 30, 17485, 17485, 1.8540302515029907, 3.907188892364502
21, -149.5595785693149, 2, 5.385200269000052, 38, 17523, 17523, 2.2756078243255615, 3.969144821166992
22, -147.03354845388094, 2, 9.157812239998748, 67, 17590, 17590, 2.5543575286865234, 4.451066970825195
23, -152.4895068729238, 2, 4.399974183001177, 30, 17620, 17620, 2.208956241607666, 4.333053112030029
24, -171.65864155837335, 2, 45.59629526500066, 352, 17972, 17972, 2.3383712768554688, 4.268845081329346
25, -163.31458942881727, 2, 34.265715492998424, 264, 18236, 18236, 2.4940898418426514, 4.251807689666748
26, -149.4874802063241, 2, 20.905910509998648, 160, 18396, 18396, 2.4363107681274414, 4.377812385559082
27, -150.0356235462241, 2, 5.201095912998426, 37, 18433, 18433, 2.2461037635803223, 4.1803059577941895
28, -46.21386573999189, 4, 49.747648207001475, 385, 18818, 18818, 2.324228525161743, 4.372921943664551
29, -151.69680312415585, 2, 20.330696305998572, 155, 18973, 18973, 2.644011974334717, 4.529883861541748
30, -155.4551643570885, 2, 8.4156544389989, 62, 19035, 19035, 2.5349934101104736, 4.682089805603027
31, -163.39720048452727, 2, 4.3330595689985785, 30, 19065, 19065, 2.6632461547851562, 4.812144756317139
32, -150.61157563392408, 2, 9.446143863999168, 70, 19135, 19135, 2.736417531967163, 4.417781352996826
33, -150.29106849007076, 2, 7.185099153997726, 52, 19187, 19187, 2.214644432067871, 4.172131061553955
34, -150.15204551490024, 2, 12.880652030002238, 97, 19284, 19284, 2.149695873260498, 4.529127597808838
35, -153.05793811241165, 2, 4.353069527001935, 30, 19314, 19314, 2.242980718612671, 4.573627948760986
36, -151.1724635878345, 2, 15.031905441999697, 113, 19427, 19427, 2.4704391956329346, 4.556636333465576
37, -149.7426207154058, 2, 5.229871720999654, 37, 19464, 19464, 2.670382022857666, 4.76432991027832
38, -150.2660710066557, 2, 5.133276550001028, 36, 19500, 19500, 1.9446558952331543, 4.312114715576172
39, -149.1423012955347, 2, 9.868750944999192, 72, 19572, 19572, 2.567495346069336, 4.638490676879883
40, -149.5416676424211, 2, 4.781330033001723, 33, 19605, 19605, 2.146497964859009, 4.286747932434082
41, -150.65221488359384, 2, 5.299678567000228, 37, 19642, 19642, 2.3708572387695312, 4.721991062164307
42, -153.616451740294, 2, 12.79370519999793, 96, 19738, 19738, 2.2133238315582275, 4.804947853088379
43, -151.2505276207812, 2, 4.372898338999221, 30, 19768, 19768, 2.650552272796631, 4.778875827789307
44, -150.7039978345856, 2, 4.3965538009979355, 30, 19798, 19798, 2.5110630989074707, 4.48412561416626
45, -152.49608202034142, 2, 4.38287496400153, 30, 19828, 19828, 2.3058154582977295, 4.405156135559082
46, -151.6032582600601, 2, 4.3564341720011726, 30, 19858, 19858, 3.4075119495391846, 4.807288646697998
47, -149.84299817011924, 2, 4.456157773001905, 31, 19889, 19889, 2.8827390670776367, 4.595381259918213
48, -152.57374847258325, 2, 32.9329591650021, 251, 20140, 20140, 2.7057600021362305, 4.626201629638672
49, -150.4247572219465, 2, 6.006749444997695, 43, 20183, 20183, 2.215893507003784, 4.214895725250244
50, -164.36256403534207, 2, 27.640142256001127, 212, 20395, 20395, 2.547790288925171, 4.679630279541016
51, -146.75387747585773, 2, 9.623242760997528, 71, 20466, 20466, 2.551201105117798, 4.705871105194092
52, -150.9284570198506, 2, 7.5929531380024855, 55, 20521, 20521, 2.6199347972869873, 4.693297863006592
53, -150.71487103495747, 2, 4.905270929000835, 34, 20555, 20555, 2.923184871673584, 4.765746593475342
54, -149.13223189827113, 2, 16.296938070001488, 122, 20677, 20677, 2.6374709606170654, 4.5232157707214355
55, -151.41086526354775, 2, 5.238998774999345, 37, 20714, 20714, 3.192495822906494, 5.044373989105225
56, -146.2866461717058, 2, 8.21199886300019, 60, 20774, 20774, 2.4978952407836914, 4.745506763458252
57, -151.1227504539129, 2, 6.954385466997337, 50, 20824, 20824, 2.5409746170043945, 4.601912021636963
58, -166.33101365715265, 2, 4.383383799999137, 30, 20854, 20854, 2.617396593093872, 4.861571311950684
59, -147.24489875510335, 2, 8.855836146998627, 65, 20919, 20919, 2.657881498336792, 4.826809883117676
60, -151.73356279839936, 2, 4.493732775998069, 31, 20950, 20950, 3.200144052505493, 4.758147716522217
61, -148.08525850839214, 2, 7.292516646997683, 53, 21003, 21003, 2.712127685546875, 4.728222370147705
62, -149.40494029712863, 2, 5.766408608000347, 41, 21044, 21044, 2.912465810775757, 4.609539031982422
63, -145.418983761454, 2, 18.53526045000035, 141, 21185, 21185, 2.7966251373291016, 4.67176628112793
64, -151.89032999286428, 2, 4.349744932002068, 30, 21215, 21215, 2.94344425201416, 4.8786773681640625
65, -147.18865506211296, 2, 8.550231688997883, 63, 21278, 21278, 3.053875684738159, 4.885845184326172
66, -151.06982626172248, 2, 10.519199510999897, 78, 21356, 21356, 3.0339479446411133, 4.917383670806885
67, -147.29332487320062, 2, 14.309706169999117, 108, 21464, 21464, 3.08980655670166, 4.915830135345459
