episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1, -6.924699731171131, 2, 42.996094874000846, 351, 15106, 15106, 0.10734058916568756, -14.81220531463623
2, 1.249751590192318, 1, 4.1617291680013295, 30, 15136, 15136, 0.1284794956445694, -14.969646453857422
3, 1.2647242303937674, 1, 4.144924723001168, 30, 15166, 15166, 14.769362449645996, -12.437665939331055
4, 1.2623724769800901, 1, 4.159881281999333, 30, 15196, 15196, 2.577946424484253, -14.84361457824707
5, 1.296995485201478, 1, 4.1634664599987445, 30, 15226, 15226, 1.163200855255127, -14.4141206741333
6, 1.2749576326459646, 1, 4.153322408999884, 30, 15256, 15256, 0.9349001049995422, -10.86403751373291
7, 1.2400686237961054, 1, 4.1586074130009365, 30, 15286, 15286, 0.3012426793575287, -6.169280052185059
8, 1.2571917735040188, 1, 4.157812591000038, 30, 15316, 15316, 0.20174264907836914, -4.542469501495361
9, 1.2988575659692287, 1, 4.159640151998246, 30, 15346, 15346, 0.134613037109375, -4.219413757324219
10, 1.2686833273619413, 1, 4.1592648179994285, 30, 15376, 15376, 0.09401790052652359, -4.405786514282227
11, 1.2664198856800795, 1, 4.164636798001084, 30, 15406, 15406, 0.09898051619529724, -4.614019870758057
12, 1.274437652900815, 1, 4.1582988320005825, 30, 15436, 15436, 0.11417588591575623, -4.530138969421387
13, 1.2509665619581938, 1, 4.160955403000116, 30, 15466, 15466, 0.06769570708274841, -4.51536750793457
14, 1.2914254609495401, 1, 4.169774731999496, 30, 15496, 15496, 0.09815793484449387, -4.475685119628906
15, 1.2498419769108295, 1, 4.159629325000424, 30, 15526, 15526, 0.12014313787221909, -4.3981614112854
16, 1.2799633704125881, 1, 4.156584062999173, 30, 15556, 15556, 0.07368864864110947, -4.345848560333252
17, 1.2607306726276875, 1, 4.155141827999614, 30, 15586, 15586, 0.06969776749610901, -4.254932403564453
18, 1.281267086043954, 1, 4.166410528998313, 30, 15616, 15616, 0.05152668431401253, -4.115851402282715
19, 1.2548889573663473, 1, 4.158218661999854, 30, 15646, 15646, 0.07621317356824875, -4.086817741394043
20, 1.2413127720355988, 1, 4.162005305999628, 30, 15676, 15676, 0.06212081015110016, -3.915814161300659
21, 1.260692173615098, 1, 4.166524959000526, 30, 15706, 15706, 0.06371413171291351, -3.987305164337158
22, 1.272813381627202, 1, 4.162827099000424, 30, 15736, 15736, 0.054004766047000885, -3.858572244644165
23, 1.3015190213918686, 1, 4.161933002998921, 30, 15766, 15766, 0.06053205579519272, -3.860769748687744
24, 1.2412427477538586, 1, 4.164877691000584, 30, 15796, 15796, 0.059029437601566315, -3.912552833557129
25, 1.251973720267415, 1, 4.165364469999986, 30, 15826, 15826, 0.05367087945342064, -3.7854244709014893
26, 1.26206436753273, 1, 4.1545052970013785, 30, 15856, 15856, 0.04416411370038986, -3.7799363136291504
27, 1.3178783506155014, 1, 4.156052928999998, 30, 15886, 15886, 0.047511741518974304, -3.839149236679077
28, 1.2482767645269632, 1, 4.16621838500032, 30, 15916, 15916, 0.043084997683763504, -3.796679735183716
29, 1.2738282941281796, 1, 4.156173745999695, 30, 15946, 15946, 0.0631713941693306, -3.764822244644165
30, 1.2759687695652246, 1, 4.164029563999065, 30, 15976, 15976, 0.045581307262182236, -3.7350075244903564
31, 1.266909398138523, 1, 4.146199153999987, 30, 16006, 16006, 0.05305192619562149, -3.732071876525879
32, 1.257251089438796, 1, 4.147164106001583, 30, 16036, 16036, 0.049962274730205536, -3.6834616661071777
33, 1.2662427853792906, 1, 4.148136844998589, 30, 16066, 16066, 0.05610130727291107, -3.7502174377441406
34, 1.2496690545231104, 1, 4.163595408999754, 30, 16096, 16096, 0.04502119868993759, -3.6490907669067383
35, 1.3048418331891298, 1, 4.163155309001013, 30, 16126, 16126, 0.04402622953057289, -3.615313768386841
36, 1.2488157264888287, 1, 4.156866624000031, 30, 16156, 16156, 0.055056381970644, -3.683642864227295
37, 1.2666319385170937, 1, 4.158573000000615, 30, 16186, 16186, 0.0641665831208229, -3.566415309906006
38, 1.3159990347921848, 1, 4.154099594999934, 30, 16216, 16216, 0.05208943411707878, -3.6471731662750244
39, 1.2815962173044682, 1, 4.148392663999402, 30, 16246, 16246, 0.058357760310173035, -3.5523970127105713
