episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1, -7.5313872918486595, 4, 50.13927459899969, 456, 15439, 15439, 0.0015440057031810284, 0.39347079396247864
2, -7.08980667963624, 4, 50.16930119400058, 454, 15893, 15893, 0.0018923204625025392, 0.40794456005096436
3, -7.081994891166687, 4, 50.102483385000596, 453, 16346, 16346, 0.001918100519105792, 0.42004668712615967
4, -7.179812113754451, 4, 50.10936839999886, 453, 16799, 16799, 0.0018878680421039462, 0.4386695325374603
5, -7.024203474633396, 4, 50.12139324300006, 453, 17252, 17252, 0.0018164312932640314, 0.4512338936328888
6, -7.02222016826272, 4, 50.135689740998714, 453, 17705, 17705, 0.0020091210026293993, 0.4676050543785095
7, -6.93340007122606, 2, 46.90618024200012, 424, 18129, 18129, 0.00196978566236794, 0.47914570569992065
8, -7.040700806304812, 4, 50.150481349000984, 453, 18582, 18582, 0.002228250028565526, 0.4975467026233673
9, -7.025558791123331, 4, 50.07096944800105, 453, 19035, 19035, 0.002296246588230133, 0.5119020342826843
10, -7.223616362549365, 4, 50.11342920500101, 453, 19488, 19488, 0.002340908395126462, 0.5272220373153687
11, -7.205411697737873, 4, 50.10145247999935, 453, 19941, 19941, 0.0026791018899530172, 0.5425000190734863
12, -7.222176535986364, 4, 50.0999109229997, 453, 20394, 20394, 0.0026265301275998354, 0.5527248382568359
13, -7.014189809560776, 4, 50.14579543699983, 453, 20847, 20847, 0.0027466481551527977, 0.5689019560813904
14, -0.015832003206014633, 5, 6.605881937000959, 51, 20898, 20898, 0.00344316428527236, 0.5755128860473633
15, -7.047966214828193, 4, 50.50854417899973, 457, 21355, 21355, 0.0032621412537992, 0.5790999531745911
16, -7.001240001060069, 4, 50.167239561000315, 453, 21808, 21808, 0.003286717925220728, 0.5924906134605408
17, -7.0971594750881195, 4, 50.20088005400066, 449, 22257, 22257, 0.003317526075989008, 0.6029577255249023
18, -7.062845012173057, 4, 50.156062997000845, 449, 22706, 22706, 0.0033924707677215338, 0.6169194579124451
19, -7.0135199800133705, 4, 50.14978998300103, 450, 23156, 23156, 0.0032671913504600525, 0.6290472149848938
20, -6.881223468109965, 4, 50.199776650000786, 450, 23606, 23606, 0.0033834772184491158, 0.6375895738601685
21, -7.01570363715291, 4, 50.14548947399999, 450, 24056, 24056, 0.003531529800966382, 0.6476001739501953
22, -7.067978665232658, 4, 50.159703833000094, 450, 24506, 24506, 0.0031854917760938406, 0.658142626285553
23, -6.950867843814194, 4, 50.153427717999875, 450, 24956, 24956, 0.00326366419903934, 0.6707059741020203
24, -7.070245424285531, 4, 50.08735536600034, 451, 25407, 25407, 0.003578023985028267, 0.6797441244125366
25, -7.12819950748235, 4, 50.13691182000002, 453, 25860, 25860, 0.003216730197891593, 0.6882400512695312
26, -6.955137292854488, 4, 50.13516969800003, 451, 26311, 26311, 0.0033947057090699673, 0.6978819370269775
27, -7.024164203554392, 4, 50.211008797999966, 450, 26761, 26761, 0.003170231357216835, 0.7052744030952454
28, -6.976514997892082, 4, 50.2166719379984, 449, 27210, 27210, 0.0031741969287395477, 0.7175460457801819
29, -0.011432408355176449, 5, 6.699743394001416, 51, 27261, 27261, 0.0031678283121436834, 0.7181152105331421
30, -7.065944790840149, 4, 50.614093857000626, 455, 27716, 27716, 0.00317146023735404, 0.7269665002822876
31, -7.122259570285678, 4, 50.14653891799935, 453, 28169, 28169, 0.003181071486324072, 0.7323272228240967
32, -7.553966512903571, 4, 50.10504188899904, 450, 28619, 28619, 0.003346129320561886, 0.7428370714187622
33, -6.878363199532032, 4, 50.158065503001126, 448, 29067, 29067, 0.0033744547981768847, 0.7500669360160828
34, -0.02868160791695118, 5, 6.038006171998859, 50, 29117, 29117, 0.0037366622127592564, 0.7581105828285217
35, -7.038801466114819, 4, 50.305707073999656, 449, 29566, 29566, 0.0034099584445357323, 0.7549036145210266
36, -6.94637709017843, 4, 50.227905241999906, 448, 30014, 30014, 0.0034779359120875597, 0.7637810707092285
37, -6.988085397519171, 4, 50.234363853000104, 448, 30462, 30462, 0.003663152689114213, 0.7716604471206665
38, -6.890447409823537, 4, 50.18900713599942, 449, 30911, 30911, 0.003561016172170639, 0.7773440480232239
39, -7.055768251419067, 4, 50.11263232099918, 449, 31360, 31360, 0.0038040578365325928, 0.7889182567596436
40, -6.213509013876319, 2, 43.62091569800032, 389, 31749, 31749, 0.003772155148908496, 0.7960426807403564
41, -7.038875541649759, 4, 50.267573472998265, 450, 32199, 32199, 0.0037419681902974844, 0.8026731610298157
42, -7.63701003883034, 4, 50.20319267500054, 449, 32648, 32648, 0.004350225906819105, 0.8087460398674011
43, -6.857579990290105, 4, 50.211352836000515, 450, 33098, 33098, 0.004371126648038626, 0.8162831664085388
44, -7.0324202021583915, 4, 50.128395959000045, 449, 33547, 33547, 0.004589133895933628, 0.8211245536804199
45, -6.985229696147144, 4, 50.18044180200013, 449, 33996, 33996, 0.004497653339058161, 0.8284153342247009
46, -7.097143724560738, 4, 50.181037160000415, 452, 34448, 34448, 0.00472237030044198, 0.836913526058197
47, -7.386815234087408, 4, 50.09143218999998, 453, 34901, 34901, 0.004960613790899515, 0.8489115834236145
48, -7.0186835285276175, 4, 50.10144168199986, 453, 35354, 35354, 0.004510265309363604, 0.8525086045265198
49, -5.923959936015308, 2, 39.4279533480003, 355, 35709, 35709, 0.0057454644702374935, 0.8593205213546753
50, -0.03250099532306194, 5, 5.978889187001187, 50, 35759, 35759, 0.004836947191506624, 0.8692959547042847
51, -6.976027915254235, 4, 50.17519481999989, 453, 36212, 36212, 0.005910343490540981, 0.8659515976905823
52, -7.131828530691564, 4, 50.141305539000314, 453, 36665, 36665, 0.005613576155155897, 0.8733975291252136
53, -6.692414144054055, 2, 43.870013136000125, 396, 37061, 37061, 0.0060457028448581696, 0.877435564994812
54, -7.2439722046256065, 4, 50.0789867880012, 452, 37513, 37513, 0.006254727952182293, 0.8860712051391602
55, -7.109560774639249, 4, 50.14443038200079, 453, 37966, 37966, 0.007129305507987738, 0.895328938961029
56, -0.013686131685972214, 5, 6.597730183999374, 51, 38017, 38017, 0.005828002002090216, 0.8961529731750488
57, -7.016935042105615, 4, 50.5797163999996, 457, 38474, 38474, 0.00694894278421998, 0.9072840213775635
58, -6.907423732802272, 4, 50.110477005000575, 453, 38927, 38927, 0.007107810582965612, 0.9102112054824829
59, -6.996171788312495, 4, 50.143192383000496, 453, 39380, 39380, 0.007091242354363203, 0.909991443157196
60, -7.144818116910756, 4, 50.092985976998534, 453, 39833, 39833, 0.007813402451574802, 0.9203550219535828
61, -6.971363806165755, 4, 50.15040398400015, 453, 40286, 40286, 0.007661782205104828, 0.9290735721588135
62, -7.013186622411013, 4, 50.11541604600097, 453, 40739, 40739, 0.007116298656910658, 0.9345985651016235
63, -6.988543918356299, 4, 50.10165027000039, 453, 41192, 41192, 0.008619439788162708, 0.9344999194145203
64, -7.628049076534808, 4, 50.10780989799969, 453, 41645, 41645, 0.008641953580081463, 0.9429307579994202
65, -6.87676786724478, 4, 50.083601209000335, 453, 42098, 42098, 0.010036256164312363, 0.949476957321167
66, -7.078221192583442, 4, 50.07879790599873, 452, 42550, 42550, 0.009250931441783905, 0.953234851360321
67, -7.114885604009032, 4, 50.087077698999565, 452, 43002, 43002, 0.010207735933363438, 0.9599356651306152
68, -7.038017751649022, 4, 50.14520055400135, 453, 43455, 43455, 0.010188656859099865, 0.9652672410011292
69, -7.050155523233116, 4, 50.12699530200007, 453, 43908, 43908, 0.010180204175412655, 0.9757273197174072
70, -6.999127188697457, 4, 50.151096624000274, 453, 44361, 44361, 0.01039596926420927, 0.980310320854187
71, -6.992442748509347, 4, 50.17573391500082, 453, 44814, 44814, 0.011434034444391727, 0.9749063849449158
72, -7.646606104448438, 4, 50.15014634900035, 453, 45267, 45267, 0.01176282949745655, 0.9923830032348633
73, -6.9839207315817475, 4, 50.13792690199989, 453, 45720, 45720, 0.012035752646625042, 1.0013097524642944
74, -7.111386886797845, 4, 50.18318842900044, 453, 46173, 46173, 0.012426596134901047, 0.9996203184127808
75, -7.079518168233335, 4, 50.185457469999164, 453, 46626, 46626, 0.01185663603246212, 1.0079188346862793
76, -7.010728532448411, 2, 50.054575865000515, 451, 47077, 47077, 0.01287468895316124, 1.0164778232574463
77, -7.029671603813767, 4, 50.10742315900097, 452, 47529, 47529, 0.013484345749020576, 1.0268160104751587
78, -7.061382930725813, 4, 50.1877876439994, 453, 47982, 47982, 0.015347395092248917, 1.0259407758712769
